network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,encryption_used_AES,encryption_used_DES,encryption_used_None,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
110,4,516.5489084,0.22896444,1,0,0,0,1,0,0,1,0,1,0,0,0,0
276,9,416.8450442,0.304355886,0,0,1,0,0,1,1,0,0,0,1,0,0,0
807,2,446.1300953,0.337618138,2,0,1,0,1,0,1,0,0,1,0,0,0,0
314,3,2297.633822,0.477410745,2,0,0,0,1,0,0,0,1,1,0,0,0,0
748,8,343.4332556,0.510640132,0,0,1,0,1,0,1,0,0,0,0,1,0,0
571,4,3826.376736,0.065454503,1,0,0,0,1,0,0,0,1,1,0,0,0,0
138,6,618.4299435,0.635243324,2,0,1,0,1,0,1,0,0,1,0,0,0,0
627,4,1478.566773,0.103565129,1,0,0,0,1,0,1,0,0,0,0,1,0,0
476,3,343.2298112,0.166977659,1,0,1,0,1,0,0,1,0,0,0,1,0,0
408,8,70.86724348,0.357356697,1,0,1,0,0,1,1,0,0,0,0,0,0,1
548,3,70.54373962,0.610741594,3,0,1,0,1,0,1,0,0,0,0,1,0,0
594,4,682.9331486,0.172942581,1,0,0,0,1,0,0,0,1,0,0,1,0,0
641,4,2126.446318,0.117345053,2,1,0,0,1,0,0,1,0,1,0,0,0,0
735,5,59.10741068,0.503868765,1,0,0,0,1,0,1,0,0,0,1,0,0,0
581,4,934.6716824,0.158287341,1,0,0,0,0,1,1,0,0,0,0,1,0,0
224,7,662.7174615,0.160568595,3,0,1,0,1,0,0,1,0,1,0,0,0,0
405,6,845.0185698,0.300152595,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1088,6,194.2087317,0.167826453,0,1,0,0,0,1,1,0,0,1,0,0,0,0
644,7,58.49410392,0.336276407,2,0,1,0,0,1,0,1,0,1,0,0,0,0
973,4,62.13422286,0.387165254,0,0,0,0,1,0,1,0,0,0,0,0,1,0
779,7,226.6596934,0.170211115,1,0,1,0,1,0,1,0,0,0,0,1,0,0
548,7,192.2717136,0.324154816,1,0,1,0,1,0,1,0,0,0,1,0,0,0
560,5,108.0673205,0.153713107,1,1,0,0,1,0,1,0,0,0,0,1,0,0
492,1,245.962822,0.502017234,2,0,1,0,1,0,1,0,0,1,0,0,0,0
152,2,610.8105529,0.20448817,2,0,0,0,1,0,0,1,0,1,0,0,0,0
503,9,2388.844359,0.34673395,0,0,1,0,0,1,1,0,0,1,0,0,0,0
742,4,2043.598433,0.263235016,2,1,0,0,1,0,0,1,0,1,0,0,0,0
380,2,253.6487675,0.129031754,3,1,1,0,1,0,0,1,0,1,0,0,0,0
582,1,54.80278794,0.437042132,1,0,0,0,1,0,0,0,1,1,0,0,0,0
670,2,4347.05102,0.476428335,0,0,0,0,1,0,1,0,0,0,1,0,0,0
318,3,517.6345582,0.243062385,1,0,0,0,1,0,0,0,1,0,0,1,0,0
409,5,3064.392864,0.211814746,0,0,0,0,1,0,1,0,0,1,0,0,0,0
296,4,617.1326678,0.450232656,3,0,1,0,1,0,0,1,0,0,0,1,0,0
335,3,1739.781554,0.190323114,1,0,0,0,1,0,0,1,0,1,0,0,0,0
242,2,474.2370927,0.404247615,0,0,0,0,1,0,0,1,0,0,0,1,0,0
319,4,778.3375688,0.467481527,1,0,0,0,1,0,0,0,1,0,1,0,0,0
783,2,613.8489788,0.346580191,2,0,0,0,1,0,1,0,0,1,0,0,0,0
316,3,198.6432708,0.375782707,3,0,1,0,1,0,0,1,0,0,0,1,0,0
525,1,1154.455292,0.16248009,1,0,0,0,1,0,0,1,0,1,0,0,0,0
399,1,45.09170436,0.418526086,2,0,0,0,1,0,1,0,0,0,1,0,0,0
735,2,360.050059,0.334883298,2,0,0,0,0,1,1,0,0,1,0,0,0,0
762,2,1631.578201,0.529734704,0,1,0,0,0,1,1,0,0,0,0,1,0,0
672,4,558.8233303,0.466884839,3,1,1,0,1,0,0,1,0,0,0,1,0,0
561,4,64.66049164,0.199257722,1,0,0,0,0,1,1,0,0,0,1,0,0,0
453,3,186.080759,0.4921714,2,0,0,0,1,0,0,0,1,0,0,1,0,0
261,3,92.90310068,0.481407676,2,0,0,0,0,1,1,0,0,1,0,0,0,0
888,3,260.1779071,0.282385714,2,0,0,0,1,0,0,1,0,1,0,0,0,0
348,1,144.5576596,0.336588111,0,1,0,0,1,0,1,0,0,0,1,0,0,0
632,1,995.6991381,0.307763962,1,0,0,0,1,0,1,0,0,0,1,0,0,0
711,2,861.69901,0.381544199,2,0,0,0,1,0,1,0,0,1,0,0,0,0
388,4,116.0935616,0.526748787,2,0,0,1,0,0,0,1,0,0,0,0,1,0
707,4,471.016518,0.321583215,1,0,0,0,1,0,1,0,0,1,0,0,0,0
652,4,280.6015347,0.381783829,2,0,0,0,1,0,1,0,0,0,1,0,0,0
845,5,329.04487,0.597794495,2,1,0,0,1,0,0,0,1,0,1,0,0,0
406,6,686.3792857,0.229510745,2,0,0,0,1,0,1,0,0,0,1,0,0,0
242,5,1831.648585,0.183680306,1,0,1,0,1,0,1,0,0,0,0,1,0,0
398,2,1820.94943,0.01965837,2,1,0,0,1,0,0,1,0,0,0,1,0,0
541,5,426.2136645,0.10502051,2,0,0,0,1,0,1,0,0,0,1,0,0,0
511,5,399.6384318,0.037747954,3,0,1,0,0,1,1,0,0,0,1,0,0,0
421,2,583.8088847,0.198632176,3,0,1,0,1,0,0,1,0,0,0,0,1,0
118,6,514.1381878,0.481097583,2,0,0,0,1,0,0,0,1,0,1,0,0,0
594,4,51.02093644,0.59036436,1,0,1,0,1,0,1,0,0,1,0,0,0,0
894,4,691.6219963,0.16761538,5,1,1,1,0,0,1,0,0,1,0,0,0,0
592,4,703.0658328,0.241842659,4,0,1,0,1,0,0,0,1,1,0,0,0,0
621,3,478.7605275,0.352450957,1,0,1,0,1,0,0,1,0,0,1,0,0,0
614,6,427.500261,0.413390286,2,0,0,1,0,0,1,0,0,0,0,1,0,0
579,7,2236.793904,0.192241348,1,0,1,0,1,0,1,0,0,0,0,0,0,1
686,7,734.6822889,0.329422679,1,0,1,0,1,0,0,1,0,0,1,0,0,0
579,2,1355.471498,0.122107105,3,0,1,0,1,0,1,0,0,0,0,0,1,0
437,3,2460.531768,0.364192337,0,0,0,0,0,1,0,1,0,0,0,1,0,0
340,2,1329.013248,0.2258338,2,1,0,1,0,0,0,1,0,1,0,0,0,0
450,3,2291.476553,0.220863712,3,0,1,0,0,1,0,1,0,1,0,0,0,0
562,6,1139.341799,0.132820427,2,0,0,0,1,0,1,0,0,1,0,0,0,0
436,6,149.1798367,0.1897623,3,1,1,0,1,0,1,0,0,0,0,1,0,0
562,1,205.90898,0.260204273,1,0,1,0,1,0,0,0,1,1,0,0,0,0
587,6,172.4332666,0.60111753,2,0,1,0,0,1,1,0,0,0,0,0,1,0
666,4,311.0351845,0.062037999,2,0,0,0,0,1,1,0,0,1,0,0,0,0
756,7,350.7950341,0.190421981,4,1,1,0,1,0,0,0,1,1,0,0,0,0
515,2,1333.577261,0.22455118,3,0,1,0,1,0,1,0,0,1,0,0,0,0
238,3,358.0953487,0.152074632,0,1,1,0,1,0,0,0,1,1,0,0,0,0
430,6,1039.267857,0.405948559,0,0,0,0,1,0,0,0,1,0,0,0,1,0
508,5,1873.200239,0.251432711,5,0,1,0,1,0,1,0,0,1,0,0,0,0
132,4,97.33051689,0.521262735,2,0,0,0,1,0,0,1,0,0,0,1,0,0
777,3,0.5,0.428084045,0,0,0,0,1,0,1,0,0,0,0,1,0,0
528,4,1756.123262,0.574481873,1,0,1,0,1,0,0,1,0,0,1,0,0,0
576,6,217.715981,0.077911555,1,0,0,0,0,1,0,1,0,1,0,0,0,0
773,6,133.2572337,0.181248736,0,1,0,0,0,1,1,0,0,1,0,0,0,0
373,7,279.8829261,0.692304565,2,0,1,1,0,0,1,0,0,1,0,0,0,0
614,4,164.6615895,0.330762909,3,0,1,0,0,1,0,0,1,1,0,0,0,0
478,6,1262.552986,0.56587506,2,0,0,0,1,0,0,0,1,0,0,1,0,0
463,4,805.2087474,0.465690625,3,0,1,0,1,0,0,0,1,0,1,0,0,0
345,4,146.469596,0.279065164,3,0,1,1,0,0,0,1,0,0,0,1,0,0
833,2,700.8175601,0.606031986,4,0,1,0,1,0,1,0,0,1,0,0,0,0
424,2,186.6470923,0.313036951,2,0,0,0,1,0,1,0,0,1,0,0,0,0
639,11,176.0745392,0.458760919,1,0,1,0,1,0,0,1,0,1,0,0,0,0
124,2,723.9780276,0.481938752,0,0,0,0,0,1,1,0,0,0,1,0,0,0
735,4,874.152772,0.485051004,0,0,0,0,1,0,0,0,1,1,0,0,0,0
710,5,339.9655388,0.304682834,2,0,0,0,1,0,0,0,1,0,1,0,0,0
519,4,1153.133095,0.082305663,1,0,0,0,1,0,0,1,0,1,0,0,0,0
454,3,1452.257464,0.514128082,1,0,0,0,0,1,1,0,0,1,0,0,0,0
580,5,1984.835659,0.191162273,2,0,0,0,1,0,0,1,0,1,0,0,0,0
957,3,786.9277798,0.54065657,2,0,0,0,1,0,1,0,0,1,0,0,0,0
147,7,198.7946159,0.436521856,2,0,1,0,1,0,1,0,0,1,0,0,0,0
656,2,1104.137877,0.238237213,2,0,0,0,0,1,0,1,0,0,1,0,0,0
317,4,91.2930701,0.199958464,1,1,0,0,0,1,0,1,0,1,0,0,0,0
496,7,159.9468605,0.300722974,2,0,1,0,1,0,1,0,0,1,0,0,0,0
450,6,1430.794858,0.207427589,2,1,0,0,1,0,0,0,1,0,1,0,0,0
414,2,1933.763493,0.250273074,1,0,0,0,0,1,1,0,0,1,0,0,0,0
497,5,55.23749783,0.11971837,2,0,0,0,1,0,0,1,0,1,0,0,0,0
273,4,299.3144802,0.326511847,0,0,0,0,0,1,0,0,1,1,0,0,0,0
705,7,793.6254826,0.077172582,2,1,1,0,1,0,0,1,0,0,0,1,0,0
141,6,2232.898616,0.289399166,2,0,0,0,1,0,1,0,0,0,1,0,0,0
607,6,676.5268529,0.388491308,2,0,0,0,0,1,1,0,0,0,0,1,0,0
434,4,1376.262293,0.491527407,1,0,0,0,1,0,1,0,0,1,0,0,0,0
265,4,2048.619704,0.092684439,0,0,1,0,1,0,1,0,0,0,0,0,0,1
540,6,585.5817388,0.399219049,2,0,0,0,1,0,1,0,0,0,0,1,0,0
188,8,1079.043407,0.223724134,2,0,1,0,0,1,0,1,0,1,0,0,0,0
507,1,868.7454123,0.210420973,1,0,1,0,1,0,0,0,1,0,1,0,0,0
215,2,890.2393065,0.499895916,1,0,0,0,1,0,1,0,0,1,0,0,0,0
592,4,582.3013294,0.517173275,1,0,0,0,0,1,0,1,0,0,1,0,0,0
315,1,780.8148763,0.128334331,2,1,0,0,1,0,0,1,0,1,0,0,0,0
409,1,646.6211037,0.714768703,2,0,1,0,1,0,0,1,0,0,1,0,0,0
558,3,812.3211258,0.262589799,2,0,0,0,1,0,1,0,0,0,0,1,0,0
345,4,562.8777373,0.340164768,2,0,0,1,0,0,1,0,0,0,0,1,0,0
488,1,201.3342364,0.474425161,3,0,1,0,1,0,0,1,0,0,0,1,0,0
197,5,946.3392474,0.458322932,3,0,1,0,1,0,1,0,0,1,0,0,0,0
626,3,387.647801,0.793077633,2,1,1,0,1,0,1,0,0,0,1,0,0,0
852,5,109.3355762,0.477838463,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1058,5,1524.789719,0.273880175,0,0,1,0,0,1,0,0,1,1,0,0,0,0
518,5,160.0759814,0.416469316,2,0,0,0,1,0,1,0,0,1,0,0,0,0
657,5,622.4569802,0.298561775,2,0,0,0,1,0,0,1,0,0,0,1,0,0
143,5,1021.571472,0.185130903,1,0,0,0,0,1,0,1,0,0,0,1,0,0
800,3,834.6232469,0.270216607,1,0,0,0,1,0,1,0,0,0,0,0,1,0
655,5,140.3017005,0.457916382,0,1,0,0,0,1,1,0,0,1,0,0,0,0
403,3,172.6743393,0.269860485,1,0,0,0,1,0,0,1,0,0,0,1,0,0
747,3,128.9316271,0.382413204,0,1,0,0,1,0,1,0,0,1,0,0,0,0
449,3,60.25068997,0.288705557,1,0,0,0,1,0,1,0,0,1,0,0,0,0
408,3,266.4487503,0.576454411,1,0,0,0,0,1,0,0,1,1,0,0,0,0
595,5,594.1024777,0.394834988,2,0,0,0,1,0,1,0,0,1,0,0,0,0
287,5,151.9129595,0.480278785,0,0,0,0,1,0,0,1,0,1,0,0,0,0
704,3,2828.494793,0.21032502,1,0,1,0,1,0,0,0,1,1,0,0,0,0
288,3,960.0655902,0.209581966,0,0,0,0,1,0,0,0,1,0,0,1,0,0
289,3,700.5694135,0.767521253,0,0,1,0,1,0,0,1,0,1,0,0,0,0
318,4,915.101844,0.300352476,0,0,0,0,1,0,0,1,0,0,0,1,0,0
651,5,458.0899181,0.414039722,1,0,1,0,0,1,0,0,1,1,0,0,0,0
376,5,507.7640305,0.305798453,2,0,0,0,1,0,1,0,0,0,1,0,0,0
230,6,1756.16897,0.095777932,2,0,1,0,0,1,0,1,0,1,0,0,0,0
378,4,1023.933118,0.446278683,0,1,0,0,1,0,1,0,0,0,0,0,1,0
493,2,709.7484183,0.423999453,1,0,0,0,1,0,0,1,0,1,0,0,0,0
263,6,2399.993955,0.158915187,3,0,1,0,1,0,0,1,0,1,0,0,0,0
269,5,869.2867975,0.425117224,1,0,0,1,0,0,1,0,0,0,0,1,0,0
922,2,406.9158706,0.519031573,3,0,1,0,0,1,0,0,1,1,0,0,0,0
327,1,38.89679692,0.370076448,3,0,1,0,1,0,1,0,0,1,0,0,0,0
435,6,396.3242459,0.497295672,1,0,0,0,0,1,1,0,0,0,1,0,0,0
426,2,2070.144995,0.233725117,2,0,0,0,1,0,0,0,1,1,0,0,0,0
415,4,36.54189191,0.329451355,2,0,0,0,1,0,1,0,0,1,0,0,0,0
624,3,163.2245431,0.587568694,1,0,0,0,1,0,0,1,0,0,0,1,0,0
689,3,1323.328797,0.20440642,2,1,0,0,1,0,1,0,0,1,0,0,0,0
438,4,363.2473141,0.768452475,0,0,1,0,1,0,1,0,0,1,0,0,0,0
252,3,164.5363569,0.078692841,1,0,0,0,0,1,0,1,0,0,0,1,0,0
754,5,1352.801053,0.43649171,0,0,1,0,1,0,1,0,0,0,0,0,0,1
480,4,653.9524463,0.815146899,2,0,1,0,0,1,0,1,0,1,0,0,0,0
846,5,636.0791864,0.510000038,2,0,0,0,1,0,0,0,1,0,1,0,0,0
64,11,278.2683845,0.064455263,2,0,1,0,1,0,0,0,1,0,1,0,0,0
539,2,899.4757237,0.223284991,1,0,0,0,0,1,0,0,1,1,0,0,0,0
883,4,1583.393726,0.25591201,2,1,0,0,0,1,1,0,0,1,0,0,0,0
429,4,1109.692745,0.227424864,2,0,0,0,0,1,0,1,0,0,0,1,0,0
454,3,758.2789468,0.522116853,1,0,0,0,1,0,0,1,0,0,0,0,1,0
559,6,345.2660091,0.396722852,3,0,1,0,0,1,0,0,1,0,1,0,0,0
388,5,1543.734363,0.201811423,1,0,0,0,0,1,1,0,0,0,1,0,0,0
437,2,667.9669431,0.104368301,1,1,0,0,1,0,0,1,0,0,1,0,0,0
432,6,1762.805844,0.224928628,1,0,0,0,1,0,1,0,0,1,0,0,0,0
374,7,234.6152976,0.47711197,3,0,1,0,1,0,1,0,0,0,1,0,0,0
745,8,849.7367389,0.574264709,1,0,1,0,1,0,1,0,0,1,0,0,0,0
592,2,2189.022723,0.114358332,2,0,0,0,1,0,0,1,0,0,0,1,0,0
550,4,374.8334292,0.476149384,1,0,0,1,0,0,1,0,0,1,0,0,0,0
661,6,2417.108633,0.648709987,2,0,1,0,1,0,1,0,0,0,0,1,0,0
447,5,398.6724798,0.054388459,4,1,1,0,0,1,1,0,0,0,1,0,0,0
345,4,460.5587813,0.224261047,4,0,1,0,1,0,1,0,0,1,0,0,0,0
379,7,1313.764664,0.360359186,0,1,1,0,1,0,1,0,0,1,0,0,0,0
500,2,241.7187242,0.29630416,2,1,1,0,1,0,0,0,1,1,0,0,0,0
288,5,978.9950432,0.269606639,2,0,0,0,1,0,0,1,0,0,0,0,1,0
399,4,283.5011449,0.431330974,2,0,0,0,0,1,1,0,0,0,1,0,0,0
396,3,720.6690291,0.382895381,1,0,0,1,0,0,1,0,0,0,0,1,0,0
924,8,1196.747678,0.241055048,1,0,1,0,1,0,0,0,1,1,0,0,0,0
64,3,21.18961011,0.071723096,1,0,1,0,0,1,0,0,1,1,0,0,0,0
464,4,74.11082637,0.493390279,4,0,1,0,1,0,0,1,0,0,0,0,0,1
845,5,2179.03099,0.404646718,0,0,0,0,1,0,1,0,0,1,0,0,0,0
524,5,1353.514858,0.248104306,3,0,1,0,1,0,0,1,0,0,1,0,0,0
650,8,1676.518664,0.377784448,2,0,1,0,1,0,0,1,0,0,0,1,0,0
519,6,462.3443196,0.114391337,2,0,0,0,1,0,0,1,0,0,1,0,0,0
366,6,1008.01664,0.047087633,0,1,0,0,1,0,0,1,0,0,0,1,0,0
64,4,5090.132496,0.441426537,2,0,0,0,1,0,1,0,0,1,0,0,0,0
541,3,453.2556616,0.324048677,0,0,1,0,0,1,0,0,1,1,0,0,0,0
344,4,1500.703497,0.365543618,2,0,0,0,1,0,0,0,1,0,1,0,0,0
339,5,66.08206307,0.356430553,2,0,0,0,1,0,1,0,0,0,0,0,1,0
400,1,627.9691196,0.192796798,4,0,1,0,1,0,0,0,1,0,0,1,0,0
848,4,324.2598771,0.124553346,3,0,1,0,0,1,0,1,0,0,0,1,0,0
980,2,592.3426577,0.54483506,1,0,0,0,0,1,0,0,1,0,0,1,0,0
543,5,96.89783476,0.283781153,3,0,1,0,0,1,0,0,1,0,0,1,0,0
407,5,366.6901938,0.529251458,0,0,0,0,1,0,1,0,0,0,1,0,0,0
264,3,63.69334422,0.284422449,1,0,0,0,1,0,1,0,0,0,1,0,0,0
593,7,482.7814085,0.237622247,3,1,1,0,0,1,1,0,0,0,0,1,0,0
856,3,466.4230373,0.723792606,2,0,1,0,1,0,1,0,0,1,0,0,0,0
450,2,320.0360276,0.042311443,1,0,0,0,1,0,1,0,0,1,0,0,0,0
64,1,2370.024536,0.460076889,1,0,0,0,1,0,1,0,0,1,0,0,0,0
634,4,69.26028226,0.302359777,1,0,1,0,1,0,1,0,0,0,0,0,0,1
697,5,1393.820881,0.282505226,3,1,1,0,1,0,1,0,0,0,0,0,1,0
182,1,350.7136029,0.554878081,3,0,1,0,1,0,1,0,0,1,0,0,0,0
535,4,177.8288538,0.766202782,2,0,1,0,1,0,1,0,0,1,0,0,0,0
590,4,254.5777981,0.169141735,0,1,0,0,1,0,1,0,0,1,0,0,0,0
485,6,1857.363909,0.224260513,1,0,0,0,0,1,0,0,1,1,0,0,0,0
341,1,1393.91213,0.202945742,2,0,0,0,1,0,0,0,1,1,0,0,0,0
703,6,12.7064921,0.254229099,2,1,1,0,1,0,1,0,0,1,0,0,0,0
419,6,127.5056215,0.161717506,3,0,1,0,1,0,0,1,0,0,0,1,0,0
202,4,899.2108878,0.360998844,4,0,1,0,1,0,0,0,1,0,0,1,0,0
90,5,305.4934178,0.073788676,1,0,1,0,1,0,0,1,0,0,0,0,0,1
752,8,2012.039784,0.423556041,3,0,1,0,1,0,0,1,0,0,1,0,0,0
623,5,1235.300999,0.145140728,2,0,0,0,1,0,0,0,1,1,0,0,0,0
517,3,1663.801365,0.572016202,2,1,0,0,1,0,1,0,0,1,0,0,0,0
411,4,171.4168814,0.179573073,2,0,0,0,0,1,1,0,0,1,0,0,0,0
394,3,130.6791525,0.319323088,4,0,1,0,1,0,0,1,0,1,0,0,0,0
284,3,2149.774255,0.63851575,1,1,1,0,1,0,0,1,0,0,1,0,0,0
413,6,414.272187,0.681451935,1,0,1,0,1,0,1,0,0,0,1,0,0,0
75,5,429.8954613,0.104484687,1,0,0,1,0,0,0,0,1,0,1,0,0,0
352,4,923.0564026,0.175159694,2,1,0,0,1,0,0,0,1,1,0,0,0,0
437,1,405.2691846,0.142528849,1,0,0,0,0,1,1,0,0,1,0,0,0,0
621,7,1664.778804,0.157341331,2,0,1,0,1,0,0,1,0,0,0,1,0,0
492,1,2556.809054,0.647648279,1,1,1,0,1,0,0,0,1,1,0,0,0,0
658,3,323.395472,0.750159438,0,0,1,0,1,0,1,0,0,1,0,0,0,0
769,2,186.6133667,0.364048869,2,0,0,0,1,0,1,0,0,0,0,1,0,0
711,3,62.63359809,0.7205491,2,1,1,0,1,0,0,0,1,1,0,0,0,0
594,2,193.0081225,0.574810506,1,0,0,0,1,0,1,0,0,1,0,0,0,0
502,1,120.1425934,0.082860841,2,0,1,0,1,0,1,0,0,0,0,1,0,0
303,5,23.64219675,0.470739955,2,0,0,0,1,0,1,0,0,1,0,0,0,0
647,7,38.22493207,0.319245803,1,0,1,0,1,0,0,0,1,0,0,0,1,0
835,1,569.6417857,0.534336993,2,1,0,0,0,1,1,0,0,1,0,0,0,0
568,2,984.2365283,0.743841614,2,0,1,0,0,1,1,0,0,0,0,0,0,1
883,4,3271.873758,0.774711261,0,0,1,0,1,0,0,1,0,0,1,0,0,0
194,6,135.3793983,0.283719711,1,0,0,1,0,0,1,0,0,0,0,1,0,0
269,2,958.4716381,0.209207947,3,0,1,0,1,0,1,0,0,1,0,0,0,0
671,4,645.9435396,0.704692414,2,0,1,0,1,0,1,0,0,0,0,1,0,0
552,4,520.2624282,0.235416845,0,0,0,0,1,0,0,1,0,1,0,0,0,0
762,3,1023.648322,0.594285114,3,0,1,0,1,0,1,0,0,0,0,1,0,0
496,3,218.1352553,0.322642177,1,0,1,0,1,0,1,0,0,0,0,1,0,0
326,2,298.3500258,0.598735691,1,0,0,0,1,0,0,0,1,1,0,0,0,0
457,4,388.4008312,0.257110375,1,0,1,0,1,0,1,0,0,0,0,0,0,1
193,3,161.1019296,0.231081809,2,0,0,0,1,0,0,0,1,1,0,0,0,0
274,1,521.0231464,0.739409599,2,0,1,0,0,1,0,1,0,0,0,1,0,0
694,2,113.1278879,0.648594892,2,0,1,0,0,1,0,0,1,0,0,1,0,0
674,1,306.3484447,0.18444495,2,0,1,0,1,0,1,0,0,1,0,0,0,0
572,8,96.07462167,0.136517919,2,0,1,0,1,0,1,0,0,0,1,0,0,0
155,6,29.23407206,0.491996409,1,1,0,0,1,0,0,1,0,0,0,1,0,0
428,3,351.0644315,0.346912728,3,0,1,0,1,0,1,0,0,0,0,0,0,1
255,5,768.9267967,0.577538805,2,1,0,0,1,0,0,1,0,1,0,0,0,0
735,2,131.7960466,0.351021465,2,0,0,0,1,0,1,0,0,0,0,0,1,0
383,6,4023.51263,0.370030113,0,1,1,0,1,0,1,0,0,0,0,1,0,0
282,3,256.5481447,0.549466296,1,0,0,0,1,0,0,0,1,1,0,0,0,0
505,4,18.36501244,0.143283944,2,0,0,1,0,0,0,1,0,1,0,0,0,0
371,2,22.74784512,0.402072289,1,0,0,0,0,1,0,1,0,1,0,0,0,0
796,3,878.6545706,0.355511855,2,0,1,0,1,0,1,0,0,0,1,0,0,0
353,6,886.6158945,0.194560599,1,0,0,0,1,0,0,1,0,1,0,0,0,0
220,4,1863.988465,0.510480188,2,1,0,0,0,1,1,0,0,0,1,0,0,0
69,2,76.18848288,0.383919444,2,0,1,0,1,0,0,0,1,0,1,0,0,0
493,5,377.756626,0.631597917,1,0,1,0,1,0,1,0,0,1,0,0,0,0
387,4,1760.550701,0.45360871,0,0,0,0,1,0,0,0,1,1,0,0,0,0
214,7,1278.313059,0.58880021,1,1,1,0,1,0,0,0,1,0,1,0,0,0
737,6,212.6840098,0.637905227,1,0,1,0,0,1,1,0,0,0,0,0,1,0
633,4,1765.582126,0.568846337,1,0,1,0,1,0,1,0,0,0,0,0,0,1
494,5,913.5913089,0.523828869,0,0,0,0,1,0,0,0,1,1,0,0,0,0
772,2,245.5648112,0.666065435,1,0,1,0,1,0,0,1,0,1,0,0,0,0
632,5,36.68805089,0.086627337,2,0,1,0,1,0,1,0,0,1,0,0,0,0
335,5,550.4372995,0.274333306,1,0,0,0,1,0,0,0,1,0,0,1,0,0
292,3,998.8348288,0.714151774,2,0,1,0,0,1,0,0,1,0,0,0,1,0
663,2,250.2841431,0.526982894,2,0,0,0,1,0,1,0,0,1,0,0,0,0
579,5,147.8462882,0.308068845,0,0,1,0,1,0,0,0,1,1,0,0,0,0
533,8,62.61249561,0.479451988,2,0,1,0,1,0,0,1,0,0,0,1,0,0
330,5,1476.253006,0.321283571,0,0,1,0,1,0,1,0,0,0,1,0,0,0
621,4,45.02895095,0.677412354,1,0,1,0,1,0,1,0,0,1,0,0,0,0
348,3,752.0647255,0.224038099,3,0,1,0,1,0,0,0,1,1,0,0,0,0
479,4,1152.577529,0.158674394,3,0,1,0,1,0,1,0,0,1,0,0,0,0
789,4,1213.056354,0.111193723,1,0,1,0,1,0,1,0,0,1,0,0,0,0
367,3,848.3596675,0.340952698,0,0,0,0,1,0,0,1,0,1,0,0,0,0
185,1,846.2741186,0.323535965,2,0,0,1,0,0,1,0,0,0,0,1,0,0
289,3,514.1030506,0.404673448,4,0,1,0,1,0,0,1,0,0,0,1,0,0
698,4,431.2523126,0.127392359,2,0,1,0,1,0,1,0,0,1,0,0,0,0
550,4,118.2014236,0.06811271,1,0,0,0,1,0,1,0,0,1,0,0,0,0
474,5,613.1831599,0.229263482,2,0,1,0,1,0,0,1,0,1,0,0,0,0
398,2,58.94293841,0.031067529,2,1,0,0,1,0,0,1,0,1,0,0,0,0
597,2,505.1859679,0.030921078,2,0,0,0,1,0,0,1,0,0,1,0,0,0
330,4,1050.140033,0.162253368,3,1,1,0,1,0,0,1,0,0,1,0,0,0
561,2,467.9552698,0.851230004,3,0,1,0,1,0,1,0,0,1,0,0,0,0
353,7,567.8815136,0.483713423,3,0,1,0,1,0,1,0,0,1,0,0,0,0
320,3,1477.17135,0.13778558,3,0,1,0,1,0,1,0,0,1,0,0,0,0
372,1,832.0837637,0.458317195,1,0,0,0,1,0,1,0,0,0,0,1,0,0
424,2,109.2026244,0.215410993,1,0,0,0,1,0,0,0,1,0,0,0,1,0
490,5,626.3474131,0.200829604,1,0,0,0,0,1,0,1,0,0,1,0,0,0
547,3,362.7694391,0.647354234,2,0,1,0,0,1,1,0,0,0,1,0,0,0
64,1,185.3767383,0.498797247,0,1,0,0,1,0,1,0,0,0,0,0,1,0
338,5,835.2281054,0.601944434,1,1,1,0,1,0,0,0,1,0,0,1,0,0
421,1,390.8643445,0.239018337,0,0,0,0,1,0,0,0,1,1,0,0,0,0
801,7,1166.42799,0.14170601,2,0,1,0,1,0,0,1,0,0,1,0,0,0
283,4,706.4797355,0.397086416,1,0,0,0,1,0,0,1,0,0,0,1,0,0
532,5,88.08104983,0.408523279,0,1,0,0,1,0,0,0,1,0,1,0,0,0
799,7,345.0563307,0.4307406,0,0,1,0,0,1,0,1,0,0,0,1,0,0
237,3,251.5964841,0.336556479,3,0,1,0,1,0,0,1,0,0,1,0,0,0
578,3,129.989325,0.319372108,3,0,1,0,1,0,0,0,1,1,0,0,0,0
339,2,1288.428854,0.21201702,2,0,1,0,0,1,1,0,0,0,0,1,0,0
399,1,380.5324435,0.220117258,1,1,0,0,1,0,0,1,0,1,0,0,0,0
339,3,759.9997331,0.36105143,1,1,0,0,1,0,1,0,0,1,0,0,0,0
353,2,1709.738695,0.120099032,3,0,1,0,1,0,1,0,0,1,0,0,0,0
1044,3,626.4690829,0.506207795,3,0,1,0,1,0,0,0,1,0,1,0,0,0
668,1,238.8116827,0.384422939,2,0,0,0,1,0,0,1,0,1,0,0,0,0
720,5,1251.13123,0.088633738,2,0,1,0,1,0,1,0,0,0,0,1,0,0
598,1,457.8131185,0.831770373,0,0,1,0,1,0,0,1,0,0,1,0,0,0
